"","year","state","event_type","fscale","total_economic_cost","lat","lng","casualties"
"13340",2005,"MS","TORNADO",0,0.05,33.01,-91.01,0
"13341",2005,"MO","TORNADO",0,0.05,36.35,-92.17,0
"13342",2005,"MO","TORNADO",1,0.3,36.52,-91.54,0
"13343",2005,"MO","TORNADO",0,0.1,37.01,-91.41,0
"13344",2005,"MO","TORNADO",0,0,39.13,-94.17,0
"13345",2005,"MO","TORNADO",0,0,38.36,-94.12,0
"13346",2005,"MO","TORNADO",1,1.1,38.4,-94.04,2
"13347",2005,"MO","TORNADO",0,0,40.03,-94.57,0
"13348",2005,"MO","TORNADO",1,0,40.23,-94.28,0
"13349",2005,"MO","TORNADO",1,0.175,40.23,-94.27,0
"13350",2005,"MO","TORNADO",0,0,40.14,-94.33,0
"13351",2005,"MO","TORNADO",1,0,40.32,-94.15,0
"13352",2005,"MO","TORNADO",0,0,40.1,-94.13,0
"13353",2005,"MO","TORNADO",0,0.3,39.46,-94.51,0
"13354",2005,"MO","TORNADO",0,0,39.51,-94.5,0
"13355",2005,"MO","TORNADO",0,0,39.57,-94.04,0
"13356",2005,"MO","TORNADO",0,0,38.57,-90.55,0
"13357",2005,"MO","TORNADO",0,0,36.57,-94.19,0
"13358",2005,"MO","TORNADO",0,0,38.57,-92.02,0
"13359",2005,"MO","TORNADO",1,1.2,39.19,-94.15,0
"13360",2005,"MO","TORNADO",1,0.025,39.26,-94.12,0
"13361",2005,"MO","TORNADO",0,0,37.03,-94.34,0
"13362",2005,"MO","TORNADO",0,0,37.02,-94.32,0
"13363",2005,"MO","TORNADO",0,0.05,38.52,-92.47,0
"13364",2005,"MO","TORNADO",0,0,37.37,-94.32,0
"13365",2005,"MO","TORNADO",0,0,37.24,-94.06,0
"13366",2005,"MO","TORNADO",1,0,36.5,-92.59,0
"13367",2005,"MO","TORNADO",1,0.5,36.51,-92.53,0
"13368",2005,"MO","TORNADO",2,1.5,36.31,-91.23,0
"13369",2005,"MO","TORNADO",2,0.075,36.33,-91.09,0
"13370",2005,"MO","TORNADO",1,0.75,37.05,-93.5,1
"13371",2005,"MO","TORNADO",0,0,36.45,-89.31,0
"13372",2005,"MO","TORNADO",0,0,36.48,-89.24,0
"13373",2005,"MO","TORNADO",0,0.01,36.34,-89.4,0
"13374",2005,"MO","TORNADO",1,0.06,36.35,-89.38,2
"13375",2005,"MO","TORNADO",0,0,37.2,-94.05,0
"13376",2005,"MO","TORNADO",1,0,36.29,-92.09,0
"13377",2005,"MO","TORNADO",1,0.075,36.32,-92.09,2
"13378",2005,"MO","TORNADO",1,0.075,36.4,-92,2
"13379",2005,"MO","TORNADO",2,0.25,36.32,-91.06,1
"13380",2005,"MO","TORNADO",0,0,38.37,-90.2,0
"13381",2005,"MT","TORNADO",0,0,45.59,-104.42,0
"13382",2005,"MT","TORNADO",0,0,46.29,-104.13,0
"13383",2005,"MT","TORNADO",0,0,45.06,-105.33,0
"13384",2005,"MT","TORNADO",0,0,47.43,-109.22,0
"13385",2005,"MT","TORNADO",0,0,48.44,-108.35,0
"13386",2005,"MT","TORNADO",0,0,46.59,-108.51,0
"13387",2005,"MT","TORNADO",0,0,48.12,-105.08,0
"13388",2005,"MT","TORNADO",0,0,47,-108.27,0
"13389",2005,"MT","TORNADO",0,0,47.04,-109.21,0
"13390",2005,"MT","TORNADO",0,0,45.52,-109.03,0
"13391",2005,"MT","TORNADO",0,0,45.49,-108.52,0
"13392",2005,"NE","TORNADO",0,0,41.54,-103.37,0
"13393",2005,"NE","TORNADO",0,0,40.38,-97.47,0
"13394",2005,"NE","TORNADO",0,0,40.43,-97.43,0
"13395",2005,"NE","TORNADO",0,0,42.21,-101.34,0
"13396",2005,"NE","TORNADO",0,0.25,40.23,-99.22,0
"13397",2005,"NE","TORNADO",0,0,40.31,-99.09,0
"13398",2005,"NE","TORNADO",0,0,40.4,-99.05,0
"13399",2005,"NE","TORNADO",0,0.05,40.45,-98.51,0
"13400",2005,"NE","TORNADO",0,0,40.42,-99.02,0
"13401",2005,"NE","TORNADO",0,0.025,40.51,-98.58,0
"13402",2005,"NE","TORNADO",0,0,40.53,-98.36,0
"13403",2005,"NE","TORNADO",0,0,41.29,-97.59,0
"13404",2005,"NE","TORNADO",0,0,40.51,-98.03,0
"13405",2005,"NE","TORNADO",0,0,41.07,-97.37,0
"13406",2005,"NE","TORNADO",0,0,40.11,-101.01,0
"13407",2005,"NE","TORNADO",1,0.05,40.38,-100.35,0
"13408",2005,"NE","TORNADO",0,0,40.03,-101.49,0
"13409",2005,"NE","TORNADO",0,0,40.11,-101.32,0
"13410",2005,"NE","TORNADO",0,0.125,40.49,-98.36,0
"13411",2005,"NE","TORNADO",0,0,41.08,-101.01,0
"13412",2005,"NE","TORNADO",0,0,41.09,-100.53,0
"13413",2005,"NE","TORNADO",0,0,40.54,-100.07,0
"13414",2005,"NE","TORNADO",0,0,41.1,-101.35,0
"13415",2005,"NE","TORNADO",0,0,41.33,-101.07,0
"13416",2005,"NE","TORNADO",0,0,41.42,-100.58,0
"13417",2005,"NE","TORNADO",0,0,41.37,-101.38,0
"13418",2005,"NE","TORNADO",1,0.01,41.38,-101.37,0
"13419",2005,"NE","TORNADO",0,0,41.53,-101.15,0
"13420",2005,"NE","TORNADO",0,0,41.54,-101.14,0
"13421",2005,"NE","TORNADO",0,0,41.24,-101.09,0
"13422",2005,"NE","TORNADO",0,0,41.16,-103.19,0
"13423",2005,"NE","TORNADO",0,0,41.44,-103.28,0
"13424",2005,"NE","TORNADO",2,0.3,41.4,-103.35,0
"13425",2005,"NE","TORNADO",0,0.005,41.23,-103.25,0
"13426",2005,"NE","TORNADO",0,0,41.03,-103.08,0
"13427",2005,"NE","TORNADO",0,0,42.21,-103.09,0
"13428",2005,"NE","TORNADO",0,0,42.11,-99.51,0
"13429",2005,"NE","TORNADO",0,0,41.38,-98.59,0
"13430",2005,"NE","TORNADO",0,0,41.4,-98.56,0
"13431",2005,"NE","TORNADO",0,0,42.11,-98.21,0
"13432",2005,"NV","TORNADO",0,0,39.13,-119.43,0
"13433",2005,"NM","TORNADO",0,0,35.03,-106.39,0
"13434",2005,"NM","TORNADO",0,0,34.22,-107,0
"13435",2005,"NM","TORNADO",0,0,32.19,-103.56,0
"13436",2005,"NM","TORNADO",0,0,32.18,-103.54,0
"13437",2005,"NM","TORNADO",0,0,35.28,-103.35,0
"13438",2005,"NM","TORNADO",0,0,33.01,-104.13,0
"13439",2005,"NM","TORNADO",0,0,31.53,-108.48,0
"13440",2005,"NY","TORNADO",1,0.03,43.44,-75.41,0
"13441",2005,"NY","TORNADO",0,0.015,42.1,-77.57,0
"13442",2005,"NY","TORNADO",1,0.055,42.16,-77.36,0
"13443",2005,"NY","TORNADO",1,0.135,40.52,-73.38,0
"13444",2005,"NC","TORNADO",2,0.5,35.34,-80.23,0
"13445",2005,"NC","TORNADO",0,0,36.09,-79.04,0
"13446",2005,"NC","TORNADO",0,0.001,35.14,-81.12,0
"13447",2005,"NC","TORNADO",1,0.05,35.15,-80.49,0
"13448",2005,"NC","TORNADO",1,0,36.04,-80.43,0
"13449",2005,"NC","TORNADO",1,0,36.09,-80.39,0
"13450",2005,"NC","TORNADO",1,0,36.08,-80.37,0
"13451",2005,"ND","TORNADO",1,0,47.17,-98.14,0
"13452",2005,"ND","TORNADO",0,0,47.22,-97.49,0
"13453",2005,"ND","TORNADO",0,0,47.43,-97.34,0
"13454",2005,"NC","TORNADO",1,0.2,34.09,-78.47,0
"13455",2005,"NC","TORNADO",0,0.001,34.42,-76.55,0
"13456",2005,"NC","TORNADO",0,0,36.27,-76.2,0
"13457",2005,"NC","TORNADO",1,0.05,35.12,-81.57,0
"13458",2005,"NC","TORNADO",2,0.15,35.5,-81.1,0
"13459",2005,"NC","TORNADO",2,2.4,36,-80.45,0
"13460",2005,"NC","TORNADO",0,0,36.06,-80.25,0
"13461",2005,"NC","TORNADO",0,0,36.27,-79.03,0
"13462",2005,"NC","TORNADO",0,0,36.11,-79.59,0
"13463",2005,"NC","TORNADO",0,0,35.23,-79.07,0
"13464",2005,"NC","TORNADO",0,5e-04,34.43,-76.55,0
"13465",2005,"NC","TORNADO",1,0.005,35.26,-81.14,0
"13466",2005,"NC","TORNADO",0,0,36.13,-76.1,0
"13467",2005,"NC","TORNADO",0,0,34.41,-76.53,0
"13468",2005,"NC","TORNADO",1,0,35.06,-83.32,0
"13469",2005,"NC","TORNADO",0,0,35.19,-77.48,0
"13470",2005,"ND","TORNADO",0,0,47.4,-97.29,0
"13471",2005,"ND","TORNADO",0,0,47.41,-97.25,0
"13472",2005,"ND","TORNADO",1,0,47.54,-97.05,0
"13473",2005,"ND","TORNADO",1,0.01,46.53,-97.25,0
"13474",2005,"ND","TORNADO",0,0,46.39,-97.05,0
"13475",2005,"ND","TORNADO",0,0,46.38,-97.03,0
"13476",2005,"ND","TORNADO",1,0,46.13,-102.19,0
"13477",2005,"ND","TORNADO",1,0,46.22,-102.1,0
"13478",2005,"ND","TORNADO",1,0,46.38,-102.29,0
"13479",2005,"ND","TORNADO",0,0,46.31,-101.24,0
"13480",2005,"ND","TORNADO",1,0,46.53,-103.12,0
"13481",2005,"ND","TORNADO",1,0,46.45,-100.42,0
"13482",2005,"ND","TORNADO",0,0,46.08,-100.34,0
"13483",2005,"ND","TORNADO",0,0,46.1,-98.45,0
"13484",2005,"ND","TORNADO",0,0,48.48,-97.41,0
"13485",2005,"ND","TORNADO",1,0,48.51,-97.39,0
"13486",2005,"ND","TORNADO",1,0,48.58,-97.33,0
"13487",2005,"ND","TORNADO",0,0,46.35,-96.49,0
"13488",2005,"ND","TORNADO",0,0,47.31,-96.54,0
"13489",2005,"ND","TORNADO",0,0,47.28,-96.57,0
"13490",2005,"ND","TORNADO",1,0.25,48.03,-99.55,0
"13491",2005,"ND","TORNADO",1,0,48.03,-99.51,0
"13492",2005,"ND","TORNADO",1,0,48.1,-99.35,0
"13493",2005,"ND","TORNADO",1,0,48.04,-99.27,0
"13494",2005,"ND","TORNADO",0,0,48.06,-97.28,0
"13495",2005,"ND","TORNADO",0,0,48.07,-97.25,0
"13496",2005,"ND","TORNADO",1,0,46.33,-97.56,0
"13497",2005,"ND","TORNADO",1,0,46.03,-96.49,0
"13498",2005,"ND","TORNADO",0,0,47.51,-98.5,0
"13499",2005,"ND","TORNADO",0,0,47.51,-98.5,0
"13500",2005,"ND","TORNADO",0,0,48.54,-97.58,0
"13501",2005,"ND","TORNADO",1,0,48.55,-97.55,0
"13502",2005,"ND","TORNADO",0,0,48.36,-98.28,0
"13503",2005,"ND","TORNADO",1,0,48.31,-97.28,0
"13504",2005,"ND","TORNADO",0,0,48.41,-97.47,0
"13505",2005,"ND","TORNADO",1,0,48.33,-97.3,0
"13506",2005,"ND","TORNADO",0,0,46.18,-100.44,0
"13507",2005,"ND","TORNADO",0,0,46.24,-100.36,0
"13508",2005,"ND","TORNADO",1,0,46.2,-102.19,0
"13509",2005,"ND","TORNADO",1,0,46.19,-102.09,0
"13510",2005,"ND","TORNADO",1,0,46.05,-97.58,0
"13511",2005,"ND","TORNADO",2,0,45.57,-97.37,0
"13512",2005,"ND","TORNADO",0,0,46.36,-96.58,0
"13513",2005,"ND","TORNADO",0,0,46.38,-96.59,0
"13514",2005,"ND","TORNADO",0,0,48.43,-102.05,0
"13515",2005,"ND","TORNADO",0,0,48.58,-101.41,0
"13516",2005,"ND","TORNADO",0,0,48.01,-99.34,0
"13517",2005,"ND","TORNADO",0,0,47.53,-99.57,0
"13518",2005,"ND","TORNADO",0,0,48.07,-99.1,0
"13519",2005,"ND","TORNADO",0,0,48.06,-99.05,0
"13520",2005,"ND","TORNADO",1,0,48.58,-98.48,0
"13521",2005,"ND","TORNADO",0,0,46.2,-99.03,0
"13522",2005,"ND","TORNADO",2,0,46.42,-96.51,0
"13523",2005,"ND","TORNADO",1,0,46.45,-96.49,0
"13524",2005,"OH","TORNADO",1,0.02,38.49,-83.15,0
"13525",2005,"OK","TORNADO",0,0,35.16,-95.23,0
"13526",2005,"OH","TORNADO",1,0.175,41.1,-81.52,0
"13527",2005,"OH","TORNADO",0,0.02,39.22,-84.13,0
"13528",2005,"OH","TORNADO",0,0.005,38.52,-83.47,0
"13529",2005,"OK","TORNADO",0,0,36.53,-98.14,0
"13530",2005,"OK","TORNADO",0,0.005,35.2,-96.28,0
"13531",2005,"OK","TORNADO",0,0,36.54,-98.06,0
"13532",2005,"OK","TORNADO",0,0,35.05,-96.18,0
"13533",2005,"OK","TORNADO",0,0,35.29,-96.14,0
"13534",2005,"OK","TORNADO",0,0,35.31,-96.12,0
"13535",2005,"OK","TORNADO",0,0.005,35.27,-96.1,0
"13536",2005,"OK","TORNADO",0,0,34.57,-95.07,0
"13537",2005,"OK","TORNADO",0,0,35,-95.05,0
"13538",2005,"OK","TORNADO",1,0.015,35.26,-94.53,0
"13539",2005,"OK","TORNADO",1,0.15,35.23,-97.14,0
"13540",2005,"OK","TORNADO",0,0,36.07,-95.32,0
"13541",2005,"OK","TORNADO",0,0,35.56,-95.23,0
"13542",2005,"OK","TORNADO",1,0.125,34.15,-96.34,0
"13543",2005,"OK","TORNADO",0,0,35.55,-95.18,0
"13544",2005,"OK","TORNADO",0,0,36.57,-96.49,0
"13545",2005,"OK","TORNADO",0,0,34.33,-98.15,0
"13546",2005,"OK","TORNADO",0,0,34.36,-98.01,0
"13547",2005,"OK","TORNADO",0,0,34.38,-97.58,0
"13548",2005,"OK","TORNADO",0,0.001,34.37,-97.52,0
"13549",2005,"OK","TORNADO",0,0.05,36.37,-96.58,0
"13550",2005,"OK","TORNADO",0,0,34.42,-98.59,0
"13551",2005,"OK","TORNADO",1,0.015,34.42,-99.02,0
"13552",2005,"OK","TORNADO",0,0,36.57,-100.36,0
"13553",2005,"PA","TORNADO",1,0.15,41.15,-78.48,0
"13554",2005,"OK","TORNADO",1,0.005,34.42,-98.41,0
"13555",2005,"OK","TORNADO",1,0.02,36.4,-99.25,0
"13556",2005,"OK","TORNADO",1,0.025,36.41,-99.2,0
"13557",2005,"OR","TORNADO",0,0,42.58,-120.46,0
"13558",2005,"PA","TORNADO",0,0,41.52,-77.11,0
"13559",2005,"PA","TORNADO",1,0,41.2,-76.49,0
"13560",2005,"SD","TORNADO",0,0,42.48,-96.39,0
"13561",2005,"PA","TORNADO",1,0.015,41.27,-76.43,0
"13562",2005,"PA","TORNADO",0,0.1,41.45,-76.26,0
"13563",2005,"PA","TORNADO",1,0,39.42,-77.19,0
"13564",2005,"PA","TORNADO",1,0,39.52,-77.12,0
"13565",2005,"PA","TORNADO",1,0,39.51,-77.18,0
"13566",2005,"PA","TORNADO",1,0,40.07,-77.02,0
"13567",2005,"PA","TORNADO",1,0,40.1,-77,0
"13568",2005,"PA","TORNADO",1,0,41.24,-76.48,0
"13569",2005,"SC","TORNADO",0,0,33.48,-82.12,0
"13570",2005,"SC","TORNADO",2,2,34.24,-82.08,1
"13571",2005,"SC","TORNADO",0,0,34.12,-81.52,0
"13572",2005,"SC","TORNADO",0,0.003,34.24,-82.32,0
"13573",2005,"SC","TORNADO",0,0,34.25,-81.37,0
"13574",2005,"SC","TORNADO",1,0.015,34.55,-82.43,0
"13575",2005,"SC","TORNADO",1,0,32.44,-79.56,0
"13576",2005,"SC","TORNADO",1,0.01,34.23,-82.27,0
"13577",2005,"SC","TORNADO",1,0.016,34.16,-81.38,0
"13578",2005,"SC","TORNADO",1,0.15,34.3,-82.48,0
"13579",2005,"SC","TORNADO",0,0,35.11,-81.55,0
"13580",2005,"SC","TORNADO",0,0,32.22,-80.4,0
"13581",2005,"SC","TORNADO",0,0,32.24,-80.41,0
"13582",2005,"SC","TORNADO",0,0,32.14,-80.56,0
"13583",2005,"SD","TORNADO",0,0,45.46,-98.31,0
"13584",2005,"SD","TORNADO",0,0,43.28,-102,0
"13585",2005,"SD","TORNADO",0,0,43.3,-101.57,0
"13586",2005,"SD","TORNADO",1,0.05,43.26,-103.13,0
"13587",2005,"SD","TORNADO",1,0,45.02,-99.08,0
"13588",2005,"SD","TORNADO",0,0,45.1,-98.08,0
"13589",2005,"SD","TORNADO",0,0,45.27,-98.13,0
"13590",2005,"SD","TORNADO",1,0,45.49,-98.3,0
"13591",2005,"SD","TORNADO",1,0,45.47,-98.01,0
"13592",2005,"SD","TORNADO",0,0,44.54,-97.1,0
"13593",2005,"SD","TORNADO",0,0,44.57,-97.06,0
"13594",2005,"SD","TORNADO",0,0,44.57,-97.02,0
"13595",2005,"SD","TORNADO",0,0,45.31,-99.02,0
"13596",2005,"SD","TORNADO",0,0,45.36,-98.45,0
"13597",2005,"SD","TORNADO",0,0,45.41,-98.34,0
"13598",2005,"SD","TORNADO",0,0,45.33,-103.49,0
"13599",2005,"SD","TORNADO",0,0,45.27,-103.44,0
"13600",2005,"SD","TORNADO",0,0,44.5,-99.1,0
"13601",2005,"TN","TORNADO",0,0.01,36.14,-89.29,0
"13602",2005,"TN","TORNADO",1,0.2,35.58,-89.1,0
"13603",2005,"TN","TORNADO",1,0.5,35.58,-89.08,0
"13604",2005,"TN","TORNADO",1,0.1,36.09,-88.59,0
"13605",2005,"TN","TORNADO",2,6.5,36.15,-88.23,13
"13606",2005,"TN","TORNADO",1,0.05,36.07,-88.11,0
"13607",2005,"TN","TORNADO",2,0.4,36.08,-88.06,0
"13608",2005,"TN","TORNADO",2,0.65,36.15,-87.47,0
"13609",2005,"TN","TORNADO",0,0.001,36.18,-87.41,0
"13610",2005,"TN","TORNADO",1,0.005,36.18,-87.41,0
"13611",2005,"TN","TORNADO",1,0.5,36.21,-87.31,0
"13612",2005,"TN","TORNADO",1,0.6,36.23,-87.25,0
"13613",2005,"TN","TORNADO",0,0,36.24,-87.23,0
"13614",2005,"TN","TORNADO",2,0.5,36.29,-87.19,0
"13615",2005,"TN","TORNADO",0,0.001,35.55,-88.07,0
"13616",2005,"TN","TORNADO",1,0.2,35.59,-88,0
"13617",2005,"TN","TORNADO",2,0.02,36.11,-87.26,0
"13618",2005,"TN","TORNADO",0,0,36.13,-87.22,0
"13619",2005,"TN","TORNADO",2,0.1,35.11,-87.45,1
"13620",2005,"TN","TORNADO",0,0,36.24,-87,0
"13621",2005,"TN","TORNADO",0,0.001,36.12,-86.52,0
"13622",2005,"TN","TORNADO",0,0,35.47,-87.01,0
"13623",2005,"TN","TORNADO",0,0,35.48,-87,0
"13624",2005,"TN","TORNADO",0,0,36.17,-86.35,0
"13625",2005,"TX","TORNADO",1,0.005,33.34,-95.32,0
"13626",2005,"TX","TORNADO",0,0,31.18,-96.51,0
"13627",2005,"TX","TORNADO",0,0,33.35,-95.27,0
"13628",2005,"TX","TORNADO",0,0,33.38,-95.31,0
"13629",2005,"TX","TORNADO",1,0.1,30.18,-97.3,0
"13630",2005,"TX","TORNADO",0,0.04,30.19,-97.25,0
"13631",2005,"TX","TORNADO",0,0.006,32.16,-100.2,0
"13632",2005,"TX","TORNADO",0,0,34.48,-100.54,0
"13633",2005,"TX","TORNADO",0,0,31.24,-100.18,0
"13634",2005,"TX","TORNADO",0,0,32.45,-97.21,0
"13635",2005,"TX","TORNADO",0,0,32.24,-97.14,0
"13636",2005,"TX","TORNADO",0,0.001,32.34,-97.08,0
"13637",2005,"TX","TORNADO",0,0,32.33,-96.57,0
"13638",2005,"TX","TORNADO",0,0.005,32.19,-97.01,0
"13639",2005,"TX","TORNADO",0,0,34.11,-102.09,0
"13640",2005,"TX","TORNADO",0,0,34.13,-101.42,0
"13641",2005,"TX","TORNADO",0,0,34.18,-101.35,0
"13642",2005,"TX","TORNADO",2,0,34.13,-101.19,0
"13643",2005,"TX","TORNADO",0,0,34.13,-101.19,0
"13644",2005,"TX","TORNADO",0,0,34.52,-102.07,0
"13645",2005,"TX","TORNADO",3,0.5,33.35,-101.3,0
"13646",2005,"TX","TORNADO",2,0.175,33.41,-101.25,0
"13647",2005,"TX","TORNADO",0,0,33.44,-101.36,0
"13648",2005,"TX","TORNADO",0,0,33.55,-100.1,0
"13649",2005,"TX","TORNADO",1,0,33.43,-99.45,0
"13650",2005,"TX","TORNADO",3,0,33.38,-99.38,0
"13651",2005,"TX","TORNADO",0,0,33.28,-99.28,0
"13652",2005,"TX","TORNADO",0,0,33.32,-99.28,0
"13653",2005,"TX","TORNADO",0,0,35.41,-100.15,0
"13654",2005,"TX","TORNADO",0,0,30.12,-102.47,0
"13655",2005,"WI","TORNADO",0,0.002,43.11,-89.25,0
"13656",2005,"WI","TORNADO",1,0.065,43.08,-90.12,0
"13657",2005,"WI","TORNADO",1,0.01,43.1,-90.08,0
"13658",2005,"WI","TORNADO",1,0.002,43.1,-90.05,0
"13659",2005,"WI","TORNADO",2,0.62,43.22,-89.54,0
"13660",2005,"WI","TORNADO",1,0.005,43.47,-89.49,0
"13661",2005,"WI","TORNADO",2,0.02,43.21,-89.41,0
"13662",2005,"WI","TORNADO",0,0.005,43.22,-89.39,0
"13663",2005,"TX","TORNADO",0,0,31.02,-95.46,0
"13664",2005,"TX","TORNADO",0,0,31.09,-95.37,0
"13665",2005,"TX","TORNADO",0,0,31.05,-94.35,0
"13666",2005,"TX","TORNADO",1,0.24,29.4,-95.31,2
"13667",2005,"TX","TORNADO",0,0,35.1,-101.46,0
"13668",2005,"TX","TORNADO",0,0,32,-100.55,0
"13669",2005,"TX","TORNADO",0,0,31.46,-100.55,0
"13670",2005,"TX","TORNADO",1,0.3,31.24,-100.22,0
"13671",2005,"TX","TORNADO",1,0.1,31.22,-100.19,0
"13672",2005,"TX","TORNADO",0,0.008,31.14,-100.1,0
"13673",2005,"TX","TORNADO",0,0.01,30.51,-100.03,0
"13674",2005,"TX","TORNADO",0,0,29.55,-98.55,0
"13675",2005,"TX","TORNADO",0,0.01,26.09,-97.55,0
"13676",2005,"TX","TORNADO",0,0.025,26.1,-97.59,0
"13677",2005,"TX","TORNADO",0,0,31.23,-97.21,0
"13678",2005,"TX","TORNADO",0,0,33.4,-98.49,0
"13679",2005,"TX","TORNADO",0,0,32.43,-101.16,0
"13680",2005,"TX","TORNADO",0,0,32.4,-101.19,0
"13681",2005,"TX","TORNADO",0,0,32.38,-101.14,0
"13682",2005,"TX","TORNADO",0,0.005,32.34,-101.26,0
"13683",2005,"TX","TORNADO",0,0,32.26,-100.35,0
"13684",2005,"TX","TORNADO",2,0.08,32.34,-101.18,0
"13685",2005,"TX","TORNADO",2,0.325,32.31,-101.24,0
"13686",2005,"TX","TORNADO",0,0,32.29,-100.38,0
"13687",2005,"TX","TORNADO",0,0,32.24,-101.32,0
"13688",2005,"TX","TORNADO",0,0,32.28,-100.34,0
"13689",2005,"TX","TORNADO",1,0.275,31.29,-95.28,0
"13690",2005,"TX","TORNADO",1,0.6,33.52,-101.36,0
"13691",2005,"TX","TORNADO",0,0,30.18,-102.52,0
"13692",2005,"TX","TORNADO",0,0,30.19,-102.56,0
"13693",2005,"TX","TORNADO",3,70.2,33.52,-101.31,0
"13694",2005,"TX","TORNADO",0,0,35.2,-101.19,0
"13695",2005,"TX","TORNADO",0,0.006,34.57,-100.54,0
"13696",2005,"TX","TORNADO",0,0,34.58,-100.48,0
"13697",2005,"TX","TORNADO",0,0,33.44,-101.11,0
"13698",2005,"TX","TORNADO",0,0,33.46,-100.5,0
"13699",2005,"TX","TORNADO",0,0.035,35,-102.37,0
"13700",2005,"TX","TORNADO",0,0,34.42,-101.33,0
"13701",2005,"TX","TORNADO",0,0,34.43,-101.33,0
"13702",2005,"TX","TORNADO",0,0,35.05,-102.12,0
"13703",2005,"TX","TORNADO",0,0,34.46,-101.31,0
"13704",2005,"TX","TORNADO",0,0,34.43,-101.34,0
"13705",2005,"TX","TORNADO",0,0,34.46,-101.32,0
"13706",2005,"TX","TORNADO",0,0,34.47,-101.3,0
"13707",2005,"TX","TORNADO",0,0,34.49,-101.27,0
"13708",2005,"TX","TORNADO",0,0,33.4,-101.05,0
"13709",2005,"TX","TORNADO",0,0,33.48,-101.01,0
"13710",2005,"TX","TORNADO",2,0.165,33.15,-100.39,0
"13711",2005,"TX","TORNADO",0,0,33.37,-100.46,0
"13712",2005,"TX","TORNADO",0,0,33.2,-100.57,0
"13713",2005,"TX","TORNADO",0,0,33.18,-100.55,0
"13714",2005,"TX","TORNADO",0,0,33.05,-100.39,0
"13715",2005,"TX","TORNADO",0,0,33.15,-100.51,0
"13716",2005,"TX","TORNADO",0,0,33.03,-100.36,0
"13717",2005,"TX","TORNADO",0,0,33.01,-100.34,0
"13718",2005,"TX","TORNADO",1,0,32.55,-100.3,0
"13719",2005,"TX","TORNADO",0,0,35.43,-102.2,0
"13720",2005,"TX","TORNADO",0,0.03,26.14,-97.35,0
"13721",2005,"TX","TORNADO",0,0,27.22,-98.1,0
"13722",2005,"TX","TORNADO",0,0,27.22,-98.15,0
"13723",2005,"TX","TORNADO",0,0,28.05,-98.09,0
"13724",2005,"TX","TORNADO",0,0,27.14,-99.05,0
"13725",2005,"TX","TORNADO",0,0,28.03,-98.12,0
"13726",2005,"TX","TORNADO",0,0,28.1,-97.45,0
"13727",2005,"TX","TORNADO",1,0.1,27.52,-98.05,0
"13728",2005,"TX","TORNADO",0,0,26.12,-98.14,0
"13729",2005,"TX","TORNADO",0,0,27.56,-98.15,0
"13730",2005,"TX","TORNADO",0,0,27.25,-98.49,0
"13731",2005,"TX","TORNADO",0,0,26.13,-98.19,0
"13732",2005,"TX","TORNADO",0,0,27.19,-98.41,0
"13733",2005,"TX","TORNADO",0,0,31.51,-102.21,0
"13734",2005,"TX","TORNADO",0,0,31.53,-105.29,0
"13735",2005,"TX","TORNADO",0,0.05,26.29,-97.47,0
"13736",2005,"TX","TORNADO",0,0,26.15,-97.46,0
"13737",2005,"TX","TORNADO",0,0,26.11,-97.42,0
"13738",2005,"TX","TORNADO",0,0,27.52,-97.41,0
"13739",2005,"TX","TORNADO",0,0,33.51,-99.45,0
"13740",2005,"TX","TORNADO",0,0.01,30,-95.04,0
"13741",2005,"TX","TORNADO",0,0,29.46,-95.47,0
"13742",2005,"UT","TORNADO",0,0,40.23,-111.49,0
"13743",2005,"UT","TORNADO",0,0,40.1,-110.33,0
"13744",2005,"UT","TORNADO",0,0.008,39.34,-111.25,0
"13745",2005,"UT","TORNADO",0,0,41.02,-112.05,0
"13746",2005,"VA","TORNADO",0,0.005,37.51,-77.35,0
"13747",2005,"VA","TORNADO",1,0.01,36.42,-78.08,0
"13748",2005,"VA","TORNADO",1,0.015,37.55,-76.46,0
"13749",2005,"VA","TORNADO",1,0.015,37.42,-76.19,0
"13750",2005,"VA","TORNADO",1,0,36.45,-81.3,0
"13751",2005,"VA","TORNADO",0,0,37.12,-76.55,0
"13752",2005,"VA","TORNADO",0,0,36.55,-76.54,0
"13753",2005,"VA","TORNADO",1,0,36.38,-80.33,0
"13754",2005,"VA","TORNADO",1,0.005,36.58,-77.52,0
"13755",2005,"VA","TORNADO",1,0.005,37.03,-77.57,0
"13756",2005,"VA","TORNADO",1,0.005,37.21,-77.44,0
"13757",2005,"VA","TORNADO",1,0.005,36.44,-78.07,0
"13758",2005,"VA","TORNADO",1,0.003,37.17,-77.36,0
"13759",2005,"VA","TORNADO",1,0.005,37.28,-77.24,0
"13760",2005,"VA","TORNADO",1,0.002,36.43,-77.12,0
"13761",2005,"VA","TORNADO",1,0.005,37.36,-76.36,0
"13762",2005,"VA","TORNADO",1,0.005,37.05,-77.57,0
"13763",2005,"VA","TORNADO",0,0.002,36.47,-76.02,0
"13764",2005,"VA","TORNADO",0,0.01,38.27,-78.16,0
"13765",2005,"VA","TORNADO",1,0.5,38.09,-78.4,0
"13766",2005,"VA","TORNADO",0,0.005,38.35,-78.02,0
"13767",2005,"VA","TORNADO",0,0.05,38.38,-78.03,0
