"","year","state","event_type","fscale","total_economic_cost","lat","lng","casualties"
"4666",1999,"MO","TORNADO",1,0.1,39.09,-90.59,0
"4667",1999,"MO","TORNADO",2,0.2,39.14,-90.52,0
"4668",1999,"MO","TORNADO",0,0.05,36.3,-91.31,0
"4669",1999,"MO","TORNADO",1,0.03,36.35,-90.36,0
"4670",1999,"MO","TORNADO",1,0.75,40.04,-95.01,2
"4671",1999,"MO","TORNADO",1,0.35,40.09,-94.56,0
"4672",1999,"MO","TORNADO",1,0.4,39.48,-93.25,0
"4673",1999,"MO","TORNADO",2,0.4,39.28,-93.24,0
"4674",1999,"MO","TORNADO",2,0.7,39.3,-93.18,0
"4675",1999,"MO","TORNADO",2,1.4,39.42,-92.52,2
"4676",1999,"MO","TORNADO",2,0.75,39.53,-92.28,0
"4677",1999,"MO","TORNADO",1,0.8,38.55,-92.44,0
"4678",1999,"MO","TORNADO",2,0.5,39.56,-92.18,0
"4679",1999,"MO","TORNADO",2,0,39.01,-92.27,5
"4680",1999,"MO","TORNADO",2,0,39.03,-92.21,0
"4681",1999,"MO","TORNADO",2,2.1,40.06,-91.55,2
"4682",1999,"MO","TORNADO",1,0,39.11,-91.56,0
"4683",1999,"MO","TORNADO",1,0,38.21,-92.24,0
"4684",1999,"MO","TORNADO",1,1,38.29,-91.53,0
"4685",1999,"MO","TORNADO",0,0.02,37.15,-92.47,0
"4686",1999,"MO","TORNADO",0,0,39.27,-91.03,0
"4687",1999,"MO","TORNADO",3,0.05,37.59,-93.56,1
"4688",1999,"MO","TORNADO",0,0.005,38.27,-93.12,0
"4689",1999,"MO","TORNADO",1,0.075,38.02,-92.05,0
"4690",1999,"MO","TORNADO",3,3.5,38,-91.41,0
"4691",1999,"MO","TORNADO",1,0.1,37.45,-91.56,0
"4692",1999,"MO","TORNADO",0,0.001,38,-91.22,0
"4693",1999,"MO","TORNADO",2,0.175,37.44,-91.49,0
"4694",1999,"MO","TORNADO",2,0.06,37.44,-91.48,0
"4695",1999,"MO","TORNADO",0,0,37.45,-91.46,0
"4696",1999,"MO","TORNADO",0,0,37.21,-92.31,0
"4697",1999,"MO","TORNADO",0,0.01,36.03,-90.14,0
"4698",1999,"MO","TORNADO",0,0,40.08,-91.36,0
"4699",1999,"MO","TORNADO",1,0.22,37.05,-94.31,0
"4700",1999,"MT","TORNADO",0,0,48.17,-111.06,0
"4701",1999,"MT","TORNADO",0,0,48.35,-109.14,0
"4702",1999,"MT","TORNADO",2,0,46.32,-104.11,0
"4703",1999,"MT","TORNADO",0,0.003,47.11,-109.35,0
"4704",1999,"MT","TORNADO",0,0,48.34,-107.2,0
"4705",1999,"MT","TORNADO",0,0,48.21,-106.51,0
"4706",1999,"MT","TORNADO",1,0.25,48.51,-106.24,0
"4707",1999,"MT","TORNADO",0,0,45.15,-111.39,0
"4708",1999,"MT","TORNADO",0,0,47.08,-109.41,0
"4709",1999,"NE","TORNADO",1,0.125,41.28,-96.47,0
"4710",1999,"NE","TORNADO",0,0.01,41.31,-96.17,0
"4711",1999,"NE","TORNADO",0,0,41.2,-103.48,0
"4712",1999,"MT","TORNADO",0,0,47.23,-109.49,0
"4713",1999,"MT","TORNADO",0,0,48.09,-104.42,0
"4714",1999,"MT","TORNADO",1,0.02,48.08,-104.13,0
"4715",1999,"MT","TORNADO",2,4,47.04,-109.25,3
"4716",1999,"MT","TORNADO",0,0,46.58,-109.53,0
"4717",1999,"MT","TORNADO",0,0,47.11,-109.14,0
"4718",1999,"MT","TORNADO",0,0,47.17,-107.45,0
"4719",1999,"MT","TORNADO",0,0,46.36,-109.43,0
"4720",1999,"MT","TORNADO",0,0,46.35,-107.42,0
"4721",1999,"MT","TORNADO",0,0,46.16,-106.53,0
"4722",1999,"NE","TORNADO",0,0.008,40.01,-95.38,0
"4723",1999,"NE","TORNADO",0,0.003,40.05,-95.44,0
"4724",1999,"NE","TORNADO",1,0.01,40.09,-95.42,0
"4725",1999,"NE","TORNADO",0,0.004,40.14,-95.41,0
"4726",1999,"NE","TORNADO",0,0,40.41,-97.27,0
"4727",1999,"NE","TORNADO",1,0.3,40.52,-98.05,0
"4728",1999,"NE","TORNADO",1,0.2,41.14,-97.48,0
"4729",1999,"NE","TORNADO",0,0.01,41.26,-98.04,0
"4730",1999,"NE","TORNADO",0,0.015,41.36,-97.52,0
"4731",1999,"NE","TORNADO",1,0.54,41.3,-97.08,0
"4732",1999,"NE","TORNADO",1,0.25,41.23,-96.47,0
"4733",1999,"NE","TORNADO",0,0.04,41.13,-96.26,0
"4734",1999,"NE","TORNADO",2,0.1,41.08,-98.33,0
"4735",1999,"NE","TORNADO",0,0.02,41.11,-98.28,0
"4736",1999,"NE","TORNADO",0,0,40.5,-96.23,0
"4737",1999,"NE","TORNADO",0,0.015,40.19,-99.55,0
"4738",1999,"NE","TORNADO",1,0.075,40.22,-99.51,0
"4739",1999,"NE","TORNADO",0,0,40.19,-99.18,0
"4740",1999,"NE","TORNADO",1,0.1,40.22,-99.16,0
"4741",1999,"NE","TORNADO",1,0.2,40.14,-98.58,0
"4742",1999,"NE","TORNADO",0,0.05,40.34,-98.45,0
"4743",1999,"NE","TORNADO",1,0.15,40.36,-98.42,0
"4744",1999,"NE","TORNADO",2,0.3,40.35,-98.35,0
"4745",1999,"NE","TORNADO",0,0,40.44,-98.43,0
"4746",1999,"NE","TORNADO",0,0,40.35,-98.33,0
"4747",1999,"NE","TORNADO",1,0.1,40.5,-98.37,0
"4748",1999,"NE","TORNADO",0,0,41.05,-98.14,0
"4749",1999,"NE","TORNADO",2,0.25,41.05,-98.19,0
"4750",1999,"NE","TORNADO",1,0.75,42.14,-98.2,0
"4751",1999,"NE","TORNADO",0,0.01,42.18,-98.16,0
"4752",1999,"NE","TORNADO",0,0.01,42.28,-98.11,0
"4753",1999,"NE","TORNADO",0,0,42.38,-98.05,0
"4754",1999,"NE","TORNADO",0,0.015,42.22,-97.12,0
"4755",1999,"NE","TORNADO",1,0.05,42.35,-97.11,0
"4756",1999,"NE","TORNADO",0,0,42.49,-98.07,0
"4757",1999,"NE","TORNADO",0,0.005,40.56,-95.54,0
"4758",1999,"NE","TORNADO",0,0,42.32,-96.44,0
"4759",1999,"NE","TORNADO",0,0,42.32,-96.45,0
"4760",1999,"NE","TORNADO",0,0,40.08,-101.05,0
"4761",1999,"NE","TORNADO",0,0,42.25,-96.52,0
"4762",1999,"NE","TORNADO",1,0.15,40.51,-99.5,0
"4763",1999,"NE","TORNADO",1,0.05,42.2,-102.02,0
"4764",1999,"ND","TORNADO",0,0,47.3,-101.03,0
"4765",1999,"ND","TORNADO",0,0,46.37,-100.17,0
"4766",1999,"ND","TORNADO",0,0,46.49,-100.09,0
"4767",1999,"ND","TORNADO",0,0,47.34,-100.54,0
"4768",1999,"ND","TORNADO",1,0.075,46.5,-100.07,0
"4769",1999,"ND","TORNADO",2,0.4,46.5,-99.54,0
"4770",1999,"ND","TORNADO",0,0,47.59,-100.32,0
"4771",1999,"NE","TORNADO",0,0,42.22,-102.01,0
"4772",1999,"NE","TORNADO",2,0.3,41.31,-99.17,0
"4773",1999,"NE","TORNADO",3,2.5,41.36,-99.1,0
"4774",1999,"NE","TORNADO",0,0,41.59,-98.05,0
"4775",1999,"NE","TORNADO",0,0.001,42.56,-100.51,0
"4776",1999,"NE","TORNADO",0,0.008,41.49,-97.28,0
"4777",1999,"NE","TORNADO",0,0,41.51,-97.18,0
"4778",1999,"NE","TORNADO",0,0.001,42.55,-100.37,0
"4779",1999,"NE","TORNADO",0,0,42.41,-103.52,0
"4780",1999,"NE","TORNADO",0,0,42.47,-103.15,0
"4781",1999,"NE","TORNADO",0,0,42.06,-100.53,0
"4782",1999,"NE","TORNADO",0,0,42.08,-100.49,0
"4783",1999,"NE","TORNADO",2,0.05,42.01,-100.36,0
"4784",1999,"NE","TORNADO",2,0.05,42.05,-100.3,0
"4785",1999,"NE","TORNADO",0,0.005,42.11,-100.33,0
"4786",1999,"NE","TORNADO",1,0.05,42.09,-100.33,0
"4787",1999,"NE","TORNADO",0,0,42.17,-100.24,0
"4788",1999,"NE","TORNADO",0,0,42.44,-102.17,0
"4789",1999,"NE","TORNADO",0,0,42.46,-102.2,0
"4790",1999,"NE","TORNADO",0,0,42.36,-102.27,0
"4791",1999,"NE","TORNADO",0,0,42.45,-102.3,0
"4792",1999,"NE","TORNADO",0,0,42.51,-102.27,0
"4793",1999,"NE","TORNADO",0,0,42.43,-102.41,0
"4794",1999,"NE","TORNADO",1,0,42.54,-102.04,0
"4795",1999,"NE","TORNADO",0,0.075,42.29,-99.39,0
"4796",1999,"NE","TORNADO",1,0.75,42.38,-99.29,0
"4797",1999,"NE","TORNADO",0,0,40.42,-97.41,0
"4798",1999,"NE","TORNADO",0,0,42.41,-103.52,0
"4799",1999,"NE","TORNADO",0,0,42.41,-103.52,0
"4800",1999,"NE","TORNADO",0,0,42.41,-103.52,0
"4801",1999,"NE","TORNADO",0,0,42.41,-103.52,0
"4802",1999,"NE","TORNADO",0,0,40.3,-99.07,0
"4803",1999,"NE","TORNADO",0,0,41.33,-103.45,0
"4804",1999,"NE","TORNADO",0,0,41.09,-102.59,0
"4805",1999,"NE","TORNADO",1,0.0065,40.05,-100.27,0
"4806",1999,"NE","TORNADO",0,0,40.1,-100.28,0
"4807",1999,"NE","TORNADO",1,0.02,41.45,-103.25,0
"4808",1999,"NE","TORNADO",0,0,41.52,-103.39,0
"4809",1999,"NE","TORNADO",0,0,41.45,-103.16,0
"4810",1999,"NE","TORNADO",0,0,41.05,-101.41,0
"4811",1999,"NE","TORNADO",0,0,41.06,-102.3,0
"4812",1999,"NE","TORNADO",0,0,42.57,-101,0
"4813",1999,"NE","TORNADO",0,0,42.58,-100.55,0
"4814",1999,"NE","TORNADO",0,0,42.57,-100.54,0
"4815",1999,"NE","TORNADO",0,0.005,42.58,-100.53,0
"4816",1999,"NE","TORNADO",0,0,41.26,-99.46,0
"4817",1999,"NE","TORNADO",0,0,42.16,-96.59,0
"4818",1999,"NE","TORNADO",0,0,42.06,-102.53,0
"4819",1999,"NE","TORNADO",1,2.2,40.44,-101.47,1
"4820",1999,"NE","TORNADO",0,0.035,41.23,-100.12,0
"4821",1999,"NE","TORNADO",0,0,41.19,-102.13,0
"4822",1999,"NE","TORNADO",1,0.501,41.06,-101.46,0
"4823",1999,"NE","TORNADO",0,0,41.13,-102.27,0
"4824",1999,"NE","TORNADO",0,0,41.2,-102.17,0
"4825",1999,"NE","TORNADO",0,0,41.17,-102.05,0
"4826",1999,"NE","TORNADO",0,0,41.07,-102.05,0
"4827",1999,"NE","TORNADO",0,0,41.04,-103.06,0
"4828",1999,"NE","TORNADO",0,0,41.41,-103.56,0
"4829",1999,"NE","TORNADO",0,0,41.58,-104,0
"4830",1999,"NE","TORNADO",0,0,42.01,-103.47,0
"4831",1999,"NE","TORNADO",0,0,40.26,-99.51,0
"4832",1999,"NV","TORNADO",0,0,39.33,-119.46,0
"4833",1999,"NH","TORNADO",1,0,43.18,-71.2,0
"4834",1999,"NH","TORNADO",2,0,43.2,-71.18,0
"4835",1999,"NH","TORNADO",2,0,43.2,-71.11,0
"4836",1999,"NH","TORNADO",1,0.1,43.35,-72.19,0
"4837",1999,"NH","TORNADO",1,0,44.35,-72.09,0
"4838",1999,"NJ","TORNADO",1,0.1,39.55,-75.01,0
"4839",1999,"NJ","TORNADO",2,4.2,39.33,-74.15,1
"4840",1999,"NM","TORNADO",0,0,32.27,-103.08,0
"4841",1999,"NM","TORNADO",0,0,36.01,-107.03,0
"4842",1999,"NM","TORNADO",0,0,33.17,-104.38,0
"4843",1999,"NM","TORNADO",0,0,35.31,-103.14,0
"4844",1999,"NM","TORNADO",0,0,32.34,-104.25,0
"4845",1999,"NM","TORNADO",0,0,33.5,-103.53,0
"4846",1999,"NM","TORNADO",0,0,35.05,-104.16,0
"4847",1999,"NM","TORNADO",0,0,34.49,-105.12,0
"4848",1999,"NY","TORNADO",2,1,41,-72.31,1
"4849",1999,"NC","TORNADO",0,0.05,36.12,-76.14,0
"4850",1999,"NC","TORNADO",0,0,35.31,-77.3,0
"4851",1999,"NC","TORNADO",0,0,35.13,-77.27,0
"4852",1999,"NC","TORNADO",0,0,35.12,-77.1,0
"4853",1999,"NC","TORNADO",2,0.2,34.41,-79.08,5
"4854",1999,"NC","TORNADO",1,0.02,34.43,-78.53,0
"4855",1999,"NC","TORNADO",2,0.2,34.43,-78.47,5
"4856",1999,"NC","TORNADO",2,4,34.57,-77.57,11
"4857",1999,"NC","TORNADO",1,0,35.03,-77.45,2
"4858",1999,"NC","TORNADO",2,2,35,-77.37,8
"4859",1999,"NC","TORNADO",1,2,34.53,-77.32,7
"4860",1999,"NC","TORNADO",0,0,35.08,-77.01,0
"4861",1999,"NC","TORNADO",1,0.5,34.48,-76.27,0
"4862",1999,"NC","TORNADO",1,0.25,35.36,-82.34,0
"4863",1999,"NC","TORNADO",0,0,35.05,-80.51,0
"4864",1999,"NC","TORNADO",0,0,34.31,-77.54,0
"4865",1999,"NC","TORNADO",0,0,34.1,-77.56,0
"4866",1999,"NC","TORNADO",0,0,34.18,-77.5,0
"4867",1999,"NC","TORNADO",0,0,35.37,-77.23,0
"4868",1999,"NC","TORNADO",0,0,34.33,-77.24,0
"4869",1999,"NC","TORNADO",0,0,35.09,-76.51,0
"4870",1999,"NC","TORNADO",2,0.3,34.41,-76.55,0
"4871",1999,"NC","TORNADO",1,0,34.5,-76.45,0
"4872",1999,"NC","TORNADO",0,0,34.42,-76.44,0
"4873",1999,"NC","TORNADO",0,0,35.49,-76.24,0
"4874",1999,"NC","TORNADO",0,0,35.25,-76.2,0
"4875",1999,"NC","TORNADO",0,0,35.09,-76.46,0
"4876",1999,"NC","TORNADO",0,0.002,36,-76.57,0
"4877",1999,"NC","TORNADO",2,0.7,35.15,-76.34,0
"4878",1999,"NC","TORNADO",0,0,35.13,-77.19,0
"4879",1999,"NC","TORNADO",0,0,35.09,-76.46,0
"4880",1999,"NC","TORNADO",1,0.125,36.1,-76.19,0
"4881",1999,"NC","TORNADO",2,0.025,35.16,-80.26,0
"4882",1999,"NC","TORNADO",1,0.15,36.32,-80.34,0
"4883",1999,"NC","TORNADO",2,3,35.22,-80.13,0
"4884",1999,"NC","TORNADO",0,0,35.25,-80,0
"4885",1999,"NC","TORNADO",0,0,34.45,-77.25,0
"4886",1999,"NC","TORNADO",2,0.15,36.13,-76.1,1
"4887",1999,"ND","TORNADO",0,0,46.08,-100.42,0
"4888",1999,"ND","TORNADO",0,0.02,47.08,-100.32,0
"4889",1999,"ND","TORNADO",0,0,47.47,-98.33,0
"4890",1999,"ND","TORNADO",0,0,47.46,-98.4,0
"4891",1999,"ND","TORNADO",0,0,48.04,-98.35,0
"4892",1999,"ND","TORNADO",0,0,47.55,-98.35,0
"4893",1999,"ND","TORNADO",0,0,47.55,-98.47,0
"4894",1999,"ND","TORNADO",0,0,47.59,-98.31,0
"4895",1999,"ND","TORNADO",0,0,47.09,-100.17,0
"4896",1999,"ND","TORNADO",0,0,48.01,-98.38,0
"4897",1999,"ND","TORNADO",1,0.1,48.04,-98.24,0
"4898",1999,"ND","TORNADO",2,0.015,48.16,-98,0
"4899",1999,"ND","TORNADO",0,0,47.57,-98.37,0
"4900",1999,"ND","TORNADO",0,0.002,48.19,-97.55,0
"4901",1999,"ND","TORNADO",2,0.25,48.13,-98.04,0
"4902",1999,"ND","TORNADO",0,0,47.29,-100.24,0
"4903",1999,"ND","TORNADO",0,0,48.28,-97.5,0
"4904",1999,"ND","TORNADO",0,0,48.35,-97.42,0
"4905",1999,"ND","TORNADO",0,0,48.3,-97.51,0
"4906",1999,"ND","TORNADO",4,1,48.36,-97.47,0
"4907",1999,"ND","TORNADO",0,0,48.54,-97.53,0
"4908",1999,"ND","TORNADO",1,0,46.09,-102.54,0
"4909",1999,"ND","TORNADO",0,0,46.04,-102.44,0
"4910",1999,"ND","TORNADO",0,0,47.07,-101.55,0
"4911",1999,"ND","TORNADO",0,0,48.19,-102.24,0
"4912",1999,"ND","TORNADO",0,0,48.52,-101.34,0
"4913",1999,"ND","TORNADO",0,0,48.31,-97.15,0
"4914",1999,"ND","TORNADO",1,0.15,47.09,-101.47,0
"4915",1999,"ND","TORNADO",1,0,47.07,-101.46,0
"4916",1999,"ND","TORNADO",0,0,46.59,-101.37,0
"4917",1999,"ND","TORNADO",0,0,48.01,-102.57,0
"4918",1999,"ND","TORNADO",0,0,46.34,-104.05,0
"4919",1999,"ND","TORNADO",0,0.005,46.29,-102.39,0
"4920",1999,"ND","TORNADO",0,0,46.14,-103.45,0
"4921",1999,"ND","TORNADO",1,0,46.06,-100.56,0
"4922",1999,"ND","TORNADO",1,0,47.06,-100.1,0
"4923",1999,"ND","TORNADO",1,0,47.05,-100.05,0
"4924",1999,"ND","TORNADO",1,1.15,48.37,-102.05,0
"4925",1999,"ND","TORNADO",1,0,48.19,-101.47,0
"4926",1999,"ND","TORNADO",1,1.12,48.14,-101.24,0
"4927",1999,"ND","TORNADO",0,0,48.18,-98.22,0
"4928",1999,"ND","TORNADO",0,0,48.11,-97.56,0
"4929",1999,"ND","TORNADO",0,0,48.12,-97.11,0
"4930",1999,"ND","TORNADO",0,0.01,46.41,-98.14,0
"4931",1999,"ND","TORNADO",2,0.8,45.59,-98.31,0
"4932",1999,"ND","TORNADO",0,0,46.24,-97.08,0
"4933",1999,"ND","TORNADO",0,0,47.47,-101.05,0
"4934",1999,"ND","TORNADO",0,0,47.5,-100.5,0
"4935",1999,"ND","TORNADO",1,0,46.37,-99.35,0
"4936",1999,"ND","TORNADO",2,0.08,46.37,-99.24,0
"4937",1999,"ND","TORNADO",0,0,46.55,-99.18,0
"4938",1999,"OH","TORNADO",1,0.075,40.36,-82.07,4
"4939",1999,"OH","TORNADO",3,4,39.36,-82.59,6
"4940",1999,"OH","TORNADO",0,0.01,39.17,-83.1,0
"4941",1999,"OK","TORNADO",0,0,36.18,-98.09,0
"4942",1999,"OK","TORNADO",0,0,36.31,-98.01,0
"4943",1999,"OK","TORNADO",0,0.012,36.47,-97.58,0
"4944",1999,"OK","TORNADO",1,0.15,36.17,-95.34,0
"4945",1999,"ND","TORNADO",0,0,46.42,-98.43,0
"4946",1999,"ND","TORNADO",0,0,46.39,-98.2,0
"4947",1999,"ND","TORNADO",1,0.005,46.38,-98.12,0
"4948",1999,"ND","TORNADO",2,0,46.39,-98.11,0
"4949",1999,"ND","TORNADO",0,0,46.41,-98.06,0
"4950",1999,"ND","TORNADO",2,1.2,46.34,-97.59,0
"4951",1999,"ND","TORNADO",0,0,46.57,-97.16,0
"4952",1999,"OH","TORNADO",1,0.2,39.08,-84.44,0
"4953",1999,"OH","TORNADO",1,0.25,39.56,-84.12,0
"4954",1999,"OH","TORNADO",4,82,39.14,-84.22,69
"4955",1999,"OH","TORNADO",1,3,39.18,-84.15,0
"4956",1999,"OH","TORNADO",2,2.5,39.21,-84.11,0
"4957",1999,"OH","TORNADO",1,0.3,40.11,-83.37,0
"4958",1999,"OH","TORNADO",0,0.015,40.32,-84.23,0
"4959",1999,"OH","TORNADO",1,0.15,40.58,-81.47,0
"4960",1999,"OH","TORNADO",0,0.02,39.43,-84.45,0
"4961",1999,"OH","TORNADO",1,0.1,41.05,-82.24,0
"4962",1999,"OH","TORNADO",1,0.15,41.06,-80.52,0
"4963",1999,"OH","TORNADO",0,0.03,41.07,-82.18,0
"4964",1999,"OH","TORNADO",0,0.1,41.02,-82.01,0
"4965",1999,"OH","TORNADO",0,0.01,39.58,-84.25,0
"4966",1999,"OH","TORNADO",1,0.175,41.24,-81.36,0
"4967",1999,"OH","TORNADO",0,0.075,41.19,-81.34,0
"4968",1999,"OH","TORNADO",0,0.025,39.16,-84.13,0
"4969",1999,"OH","TORNADO",0,0.025,39.15,-84.11,0
"4970",1999,"OH","TORNADO",0,0.03,39.37,-83.16,0
"4971",1999,"OK","TORNADO",1,0.06,33.56,-94.48,0
"4972",1999,"OK","TORNADO",1,0.1,36.03,-95.49,0
"4973",1999,"OK","TORNADO",2,0.09,35.26,-95.49,4
"4974",1999,"OK","TORNADO",2,0.91,35.26,-95.43,0
"4975",1999,"OK","TORNADO",1,0.005,36.28,-95.32,0
"4976",1999,"OK","TORNADO",1,0.02,36.28,-95.33,0
"4977",1999,"OK","TORNADO",0,0,35.29,-95.22,0
"4978",1999,"OK","TORNADO",0,0,36.24,-97.05,0
"4979",1999,"OK","TORNADO",0,1e-04,35.34,-99.14,0
"4980",1999,"OK","TORNADO",0,0,34.56,-99.45,0
"4981",1999,"OK","TORNADO",1,0.04,34.55,-99.44,0
"4982",1999,"OK","TORNADO",1,0.05,35.05,-99.34,0
"4983",1999,"OK","TORNADO",0,0.001,35.07,-99.33,0
"4984",1999,"OK","TORNADO",1,0.035,35.17,-99.08,0
"4985",1999,"OK","TORNADO",0,0.005,35.42,-98.53,0
"4986",1999,"OK","TORNADO",1,0.06,36.43,-98.27,0
"4987",1999,"OK","TORNADO",1,0.04,34.55,-97.29,0
"4988",1999,"OK","TORNADO",0,0.04,35.54,-95.16,0
"4989",1999,"OK","TORNADO",2,1.5,36.28,-98.05,0
"4990",1999,"OK","TORNADO",0,5e-04,36.2,-97.55,0
"4991",1999,"OK","TORNADO",1,0.03,36.33,-97.25,1
"4992",1999,"OK","TORNADO",1,0.001,36.07,-95.27,0
"4993",1999,"OK","TORNADO",1,0.002,36.05,-95.26,0
"4994",1999,"OK","TORNADO",0,0,36.05,-95.21,0
"4995",1999,"OK","TORNADO",0,0,36.01,-95.09,0
"4996",1999,"OK","TORNADO",0,0.001,35.45,-95.2,0
"4997",1999,"OK","TORNADO",0,0,34.46,-98.23,0
"4998",1999,"OK","TORNADO",0,0,34.47,-98.2,0
"4999",1999,"OK","TORNADO",3,0.05,34.53,-98.19,3
"5000",1999,"OK","TORNADO",0,0,34.55,-98.14,0
"5001",1999,"OK","TORNADO",0,0,34.48,-99.01,0
"5002",1999,"OK","TORNADO",0,0,35.02,-98.15,0
"5003",1999,"OK","TORNADO",2,0.075,34.58,-98.07,0
"5004",1999,"OK","TORNADO",3,0.075,34.59,-98.04,4
"5005",1999,"OK","TORNADO",0,0,35.03,-98.02,0
"5006",1999,"OK","TORNADO",2,0.5,35.05,-97.59,4
"5007",1999,"OK","TORNADO",0,0,34.57,-98.34,0
"5008",1999,"OK","TORNADO",5,90,35.08,-97.51,51
"5009",1999,"OK","TORNADO",1,0.02,34.59,-98.26,0
"5010",1999,"OK","TORNADO",0,0,35.04,-98.2,0
"5011",1999,"OK","TORNADO",0,0.005,35.43,-98.01,0
"5012",1999,"OK","TORNADO",0,0.005,35.44,-98,0
"5013",1999,"OK","TORNADO",0,0,35.43,-97.59,0
"5014",1999,"OK","TORNADO",0,0,35.44,-98,0
"5015",1999,"OK","TORNADO",4,10,35.15,-97.4,18
"5016",1999,"OK","TORNADO",0,0,35.18,-97.36,0
"5017",1999,"OK","TORNADO",0,0,35.07,-98.17,0
"5018",1999,"OK","TORNADO",5,450,35.18,-97.36,304
"5019",1999,"OK","TORNADO",0,0,35.1,-98.12,0
"5020",1999,"OK","TORNADO",4,450,35.24,-97.27,246
"5021",1999,"OK","TORNADO",0,0.003,35.24,-97.24,0
"5022",1999,"OK","TORNADO",0,0,35.11,-98.06,0
"5023",1999,"OK","TORNADO",1,0.001,35.16,-98.08,0
"5024",1999,"OK","TORNADO",1,0.001,35.16,-98.04,0
"5025",1999,"OK","TORNADO",1,0.02,35.19,-98.01,0
"5026",1999,"OK","TORNADO",2,3.2,35.28,-97.18,4
"5027",1999,"OK","TORNADO",1,0.015,35.16,-98,0
"5028",1999,"OK","TORNADO",0,0,35.24,-97.58,0
"5029",1999,"OK","TORNADO",0,0.01,35.33,-97.13,0
"5030",1999,"OK","TORNADO",0,0,35.25,-97.55,0
"5031",1999,"OK","TORNADO",0,0,35.26,-97.54,0
"5032",1999,"OK","TORNADO",1,0.06,35.35,-97.14,0
"5033",1999,"OK","TORNADO",0,0,35.53,-98.22,0
"5034",1999,"OK","TORNADO",0,0,35.31,-97.55,0
"5035",1999,"OK","TORNADO",1,0.01,35.39,-98.17,0
"5036",1999,"OK","TORNADO",0,0.001,35.08,-97.12,0
"5037",1999,"OK","TORNADO",1,0.05,35.32,-97.51,0
"5038",1999,"OK","TORNADO",1,0.005,35.44,-98.16,0
"5039",1999,"OK","TORNADO",1,0.002,35.45,-98.12,0
"5040",1999,"OK","TORNADO",1,0.075,35.14,-97.06,0
"5041",1999,"OK","TORNADO",3,0.3,35.46,-98.09,4
"5042",1999,"OK","TORNADO",2,0.05,35.39,-97.47,0
"5043",1999,"OK","TORNADO",0,0,35.51,-98.02,0
"5044",1999,"OK","TORNADO",1,0.002,35.42,-97.43,0
"5045",1999,"OK","TORNADO",1,0.002,35.44,-97.47,0
"5046",1999,"OK","TORNADO",1,0.005,35.44,-97.46,0
"5047",1999,"OK","TORNADO",0,0,35.53,-98.02,0
"5048",1999,"OK","TORNADO",2,0.5,35.22,-97,11
"5049",1999,"OK","TORNADO",1,0.002,35.47,-97.41,0
"5050",1999,"OK","TORNADO",4,2.5,35.56,-97.57,12
"5051",1999,"OK","TORNADO",1,0.2,35.25,-96.57,0
"5052",1999,"OK","TORNADO",0,0,35.51,-98.1,0
"5053",1999,"OK","TORNADO",4,10,35.53,-97.41,14
"5054",1999,"OK","TORNADO",1,0.05,35.28,-96.54,0
"5055",1999,"OK","TORNADO",1,0.01,36.01,-97.53,0
"5056",1999,"OK","TORNADO",0,1e-04,36.01,-97.57,0
"5057",1999,"OK","TORNADO",0,0.025,35.3,-98,0
"5058",1999,"OK","TORNADO",2,0.03,36.06,-97.53,0
"5059",1999,"OK","TORNADO",2,0.125,35.33,-97.58,0
"5060",1999,"OK","TORNADO",3,60,35.39,-96.48,13
"5061",1999,"OK","TORNADO",2,0.01,36.07,-97.39,0
"5062",1999,"OK","TORNADO",2,0.1,36.07,-97.2,4
"5063",1999,"OK","TORNADO",2,0.025,36.1,-97.35,0
"5064",1999,"OK","TORNADO",2,3,36.11,-97.17,10
"5065",1999,"OK","TORNADO",3,0.05,35.44,-97.52,0
"5066",1999,"OK","TORNADO",1,0.005,36.18,-98.15,0
"5067",1999,"OK","TORNADO",0,5e-04,35.47,-97.43,0
"5068",1999,"OK","TORNADO",0,0.004,35.51,-97.47,0
"5069",1999,"OK","TORNADO",0,5e-04,35.51,-97.43,0
"5070",1999,"OK","TORNADO",3,0.002,35.45,-96.37,0
"5071",1999,"OK","TORNADO",3,10,35.55,-97.36,13
"5072",1999,"OK","TORNADO",2,0.05,36.02,-97.25,0
"5073",1999,"OK","TORNADO",0,0.04,35.59,-96.08,0
"5074",1999,"OK","TORNADO",1,6.5,36.01,-96.04,0
"5075",1999,"OK","TORNADO",1,2,36.09,-95.57,0
"5076",1999,"OK","TORNADO",0,0,35.38,-95.39,0
"5077",1999,"OK","TORNADO",1,0.035,35.57,-95.11,0
"5078",1999,"OK","TORNADO",1,0.001,36,-94.44,0
"5079",1999,"OK","TORNADO",0,0.001,35.19,-97.24,0
"5080",1999,"OK","TORNADO",0,0,36.28,-96.24,0
"5081",1999,"OK","TORNADO",1,5e-04,34.35,-95.35,0
"5082",1999,"OK","TORNADO",1,5e-04,34.34,-95.32,0
"5083",1999,"OK","TORNADO",1,0.04,34.53,-95.13,0
"5084",1999,"OK","TORNADO",1,0.001,35.04,-95.07,0
"5085",1999,"OK","TORNADO",0,0.044,35.08,-95,0
"5086",1999,"OK","TORNADO",1,0.11,35.18,-94.47,0
"5087",1999,"OK","TORNADO",1,0.09,35.26,-94.42,0
"5088",1999,"OK","TORNADO",2,0.006,33.5,-95.02,0
